"from","to","weight"
252,3189,-1
3189,3189,1
252,3190,-0.129
3190,3190,1
252,3191,-0.33333
3191,3191,1
252,3192,-0.94
3192,3192,1
252,3193,-1
3193,3193,1
252,3194,-1
3194,3194,1
252,3195,-1
3195,3195,1
3196,3196,1
3196,3197,-0.5
3197,3197,1
3197,3198,-0.7638
3198,3198,1
3199,3199,1
3200,3200,1
3201,3201,1
322,3202,-0.3956
3202,3202,1
3203,3203,1
3869,3203,-0.37
1936,3204,-0.1
3204,3204,1
3205,3205,1
3206,3206,1
298,3207,-0.11
3207,3207,1
298,3208,-0.11
3208,3208,1
962,3209,-0.5
3209,3209,1
3524,3209,-0.5
3210,3210,1
3524,3210,-1
253,3211,-0.8032
3211,3211,1
2995,3212,-0.9999
3212,3212,1
2995,3213,-0.4
3213,3213,1
253,3214,-0.29
3214,3214,1
253,3215,-0.5079
3215,3215,1
253,3216,-0.42
3216,3216,1
3964,3216,-0.5
253,3217,-0.5
3217,3217,1
3966,3217,-0.5
253,3218,-0.3876
3218,3218,1
253,3219,-0.1266
307,3219,-0.5
3219,3219,1
253,3220,-0.015
267,3220,-0.1
3220,3220,1
3221,3221,1
3980,3221,-0.502
3222,3222,1
3980,3222,-0.16
3223,3223,1
3980,3223,-1
3224,3224,1
3980,3224,-0.018
3225,3225,1
3980,3225,-0.18
254,3226,-1
3226,3226,1
254,3227,-1
3227,3227,1
254,3228,-1
3228,3228,1
254,3229,-1
3229,3229,1
254,3230,-1
3230,3230,1
254,3231,-0.45
3231,3231,1
254,3232,-1
3232,3232,1
3231,3233,-0.75
3233,3233,1
254,3234,-0.52
3234,3234,1
1930,3235,-0.5
3235,3235,1
3236,3235,-0.5
1930,3236,-0.1
3236,3236,1
254,3237,-0.514
3237,3237,1
254,3238,-0.5066
3238,3238,1
3238,3239,-1
3239,3239,1
254,3240,-0.25
3240,3240,1
3240,3241,-1
3241,3241,1
254,3242,-0.508
3242,3242,1
254,3243,-0.282
3243,3243,1
3243,3244,-1
3244,3244,1
3243,3245,-0.25
3245,3245,1
3243,3246,-1
3246,3246,1
255,3247,-0.155
3247,3247,1
256,3248,-0.4444
3248,3248,1
256,3249,-0.3143
3249,3249,1
3249,3250,-0.1
3250,3250,1
257,3251,-1
3251,3251,1
3251,3252,-1
3252,3252,1
3252,3253,-1
3253,3253,1
3252,3254,-1
3254,3254,1
3252,3255,-1
3255,3255,1
3252,3256,-0.1
3256,3256,1
3251,3257,-0.718
3257,3257,1
3251,3258,-0.1
3258,3258,1
258,3259,-0.9
3259,3259,1
258,3260,-0.95
3260,3260,1
258,3261,-1
3261,3261,1
258,3262,-1
3262,3262,1
258,3263,-0.9
3263,3263,1
258,3264,-0.5
3264,3264,1
259,3265,-1
3265,3265,1
259,3266,-1
3266,3266,1
259,3267,-1
3267,3267,1
259,3268,-1
3268,3268,1
259,3269,-1
3269,3269,1
259,3270,-1
3270,3270,1
260,3271,-0.1
3271,3271,1
3271,3272,-0.1
3272,3272,1
3271,3273,-0.1
3273,3273,1
3271,3274,-0.1
3274,3274,1
260,3275,-0.1
3275,3275,1
260,3276,-0.1
3276,3276,1
260,3277,-0.1
3277,3277,1
3278,3277,-0.5
260,3278,-0.5
3271,3278,-0.02
3277,3278,-0.25
3278,3278,1
3278,3279,-0.1
3279,3279,1
3278,3280,-0.1
3280,3280,1
3278,3281,-0.1
3281,3281,1
33,3282,-0.1
3282,3282,1
260,3283,-0.05
3283,3283,1
2977,3284,-1
3284,3284,1
2977,3285,-0.5
3285,3285,1
2977,3286,-0.5
3286,3286,1
113,3287,-1
3287,3287,1
262,3288,-0.1
3288,3288,1
262,3289,-0.1
3289,3289,1
262,3290,-0.1
3290,3290,1
262,3291,-0.1
3291,3291,1
260,3292,-0.5
3292,3292,1
263,3293,-0.5
3293,3293,1
263,3294,-0.1
3294,3294,1
260,3295,-0.1
2584,3295,-0.1
3295,3295,1
263,3296,-0.1
3296,3296,1
263,3297,-0.1
3297,3297,1
3297,3298,-0.66667
3298,3298,1
3297,3299,-0.25
3299,3299,1
3982,3299,-0.1
3297,3300,-0.2
3300,3300,1
263,3301,-0.1
3301,3301,1
263,3302,-0.25
3302,3302,1
3302,3303,-1
3303,3303,1
3302,3304,-1
3304,3304,1
3302,3305,-0.652
3305,3305,1
263,3306,-0.1
3306,3306,1
3967,3306,-0.413
3306,3307,-0.25
3307,3307,1
3306,3308,-0.25
3308,3308,1
263,3309,-0.1
3309,3309,1
3309,3310,-0.1
3310,3310,1
263,3311,-1
3311,3311,1
263,3312,-0.1
3312,3312,1
263,3313,-0.1
3313,3313,1
263,3314,-0.3
3314,3314,1
3314,3315,-0.1
3315,3315,1
3314,3316,-1
3316,3316,1
3314,3317,-0.8
3317,3317,1
264,3318,-1
3318,3318,1
3318,3319,-0.1
3319,3319,1
264,3320,-1
3320,3320,1
264,3321,-0.25
3321,3321,1
3321,3322,-0.1
3322,3322,1
3321,3323,-0.7
3323,3323,1
3321,3324,-0.2
3324,3324,1
3321,3325,-0.1
3325,3325,1
3321,3326,-0.1
3326,3326,1
264,3327,-0.1
270,3327,-0.087
3327,3327,1
264,3328,-0.1
3328,3328,1
264,3329,-0.1
3329,3329,1
264,3330,-0.1
3330,3330,1
265,3331,-0.18
266,3331,-0.1
3331,3331,1
265,3332,-0.56
266,3332,-0.44
3332,3332,1
265,3333,-0.2
268,3333,-0.044
270,3333,-0.12
3333,3333,1
265,3334,-0.62
3334,3334,1
3334,3335,-0.5
3335,3335,1
265,3336,-0.25
3336,3336,1
3336,3337,-0.27
3337,3337,1
3336,3338,-0.06
3338,3338,1
3336,3339,-0.1
3339,3339,1
3336,3340,-0.04
3340,3340,1
265,3341,-0.26
3341,3341,1
265,3342,-0.77
3342,3342,1
265,3343,-0.1
269,3343,-0.1
3343,3343,1
3968,3343,-0.1
3969,3343,-0.1
273,3344,-0.1
3343,3344,-0.05
3344,3344,1
3343,3345,-0.1
3345,3345,1
266,3346,-0.1
3346,3346,1
266,3347,-0.1
3347,3347,1
266,3348,-0.1
3348,3348,1
266,3349,-0.1
3349,3349,1
266,3350,-0.1
3350,3350,1
266,3351,-0.1
3351,3351,1
3352,3352,1
3982,3352,-0.1
3353,3353,1
3982,3353,-0.1
3354,3354,1
3982,3354,-0.1
3355,3355,1
3982,3355,-0.1
3356,3356,1
3982,3356,-0.1
3357,3357,1
3982,3357,-0.1
3358,3358,1
3982,3358,-0.1
267,3359,-1
3359,3359,1
267,3360,-0.7633
3360,3360,1
268,3361,-1
3361,3361,1
268,3362,-0.129
3362,3362,1
268,3363,-0.255
3363,3363,1
268,3364,-0.93
3364,3364,1
269,3365,-0.5001
3365,3365,1
3365,3366,-0.1
3366,3366,1
3365,3367,-0.1
3367,3367,1
3365,3368,-0.1
3368,3368,1
269,3369,-0.1
3369,3369,1
270,3370,-0.75
3370,3370,1
270,3371,-1
3371,3371,1
270,3372,-0.16667
3372,3372,1
3970,3372,-0.1
270,3373,-0.54333
3373,3373,1
270,3374,-0.33333
3374,3374,1
270,3375,-0.125
3375,3375,1
270,3376,-0.25053
3376,3376,1
3376,3377,-1
3377,3377,1
271,3378,-0.5001
3378,3378,1
3378,3379,-0.1
3379,3379,1
271,3380,-0.1
3380,3380,1
271,3381,-0.1
273,3381,-0.1
3381,3381,1
272,3382,-0.98
3382,3382,1
272,3383,-0.96
3383,3383,1
272,3384,-0.29
3384,3384,1
272,3385,-0.1
3385,3385,1
3386,3386,1
3387,3387,1
273,3388,-0.1
3388,3388,1
273,3389,-0.1
3389,3389,1
273,3390,-0.1
3390,3390,1
273,3391,-0.1
3391,3391,1
273,3392,-0.1
3392,3392,1
273,3393,-0.1
3393,3393,1
273,3394,-0.1
3394,3394,1
273,3395,-0.1
3395,3395,1
273,3396,-0.1
3396,3396,1
273,3397,-0.1
3397,3397,1
273,3398,-0.1
3398,3398,1
273,3399,-0.1
3399,3399,1
273,3400,-0.1
3400,3400,1
274,3401,-0.1
3401,3401,1
274,3402,-0.1
3402,3402,1
274,3403,-0.1
3403,3403,1
274,3404,-0.1
3404,3404,1
274,3405,-0.1
3405,3405,1
274,3406,-0.1
3406,3406,1
274,3407,-0.1
3407,3407,1
274,3408,-0.1
3408,3408,1
274,3409,-0.1
3409,3409,1
274,3410,-0.1
3410,3410,1
274,3411,-0.1
3411,3411,1
274,3412,-0.1
3412,3412,1
274,3413,-0.1
3413,3413,1
274,3414,-0.1
3414,3414,1
274,3415,-0.1
3415,3415,1
274,3416,-0.1
3416,3416,1
274,3417,-0.1
3417,3417,1
274,3418,-0.1
3418,3418,1
274,3419,-0.1
3419,3419,1
274,3420,-0.1
3420,3420,1
274,3421,-0.1
3421,3421,1
274,3422,-0.1
3422,3422,1
274,3423,-0.1
3423,3423,1
274,3424,-0.1
3424,3424,1
274,3425,-0.1
3425,3425,1
274,3426,-0.1
3426,3426,1
275,3427,-0.1
3427,3427,1
275,3428,-0.1
3428,3428,1
275,3429,-0.1
3429,3429,1
3429,3430,-0.1
3430,3430,1
275,3431,-0.1
3431,3431,1
275,3432,-0.1
3432,3432,1
275,3433,-0.1
3433,3433,1
275,3434,-0.1
3434,3434,1
275,3435,-0.1
3435,3435,1
275,3436,-0.1
3436,3436,1
275,3437,-0.1
3437,3437,1
275,3438,-0.1
3438,3438,1
275,3439,-0.1
3439,3439,1
276,3440,-0.1
3440,3440,1
276,3441,-0.1
3441,3441,1
276,3442,-0.1
3442,3442,1
276,3443,-0.1
3442,3443,-0.5
3443,3443,1
276,3444,-0.1
3444,3444,1
279,3445,-0.1
285,3445,-0.1
3444,3445,-0.1
3445,3445,1
276,3446,-0.1
3446,3446,1
276,3447,-0.1
3447,3447,1
276,3448,-0.1
3448,3448,1
3449,3448,-0.1
276,3449,-0.1
3449,3449,1
3475,3449,-0.05934
3477,3449,-0.00066
277,3450,-0.92
3450,3450,1
277,3451,-0.72
3451,3451,1
277,3452,-0.55
3452,3452,1
3453,3452,-0.1
277,3453,-0.3
3453,3453,1
277,3454,-0.15
3453,3454,-0.1
3454,3454,1
277,3455,-0.13333
3453,3455,-0.1
3455,3455,1
277,3456,-0.375
3456,3456,1
278,3457,-1
3457,3457,1
278,3458,-0.5
3458,3458,1
278,3459,-0.33333
3459,3459,1
278,3460,-0.5
3460,3460,1
278,3461,-0.24
3461,3461,1
278,3462,-0.348
3462,3462,1
278,3463,-0.45
3463,3463,1
278,3464,-0.51
3464,3464,1
3464,3465,-0.1
3465,3465,1
278,3466,-0.52
3466,3466,1
278,3467,-0.0625
285,3467,-0.1
3467,3467,1
278,3468,-0.1
279,3468,-0.1
285,3468,-0.1
3468,3468,1
278,3469,-0.475
3469,3469,1
3469,3470,-0.1
3470,3470,1
3469,3471,-0.1
3471,3471,1
278,3472,-0.375
3472,3472,1
278,3473,-0.178
3473,3473,1
3448,3474,-0.1
3449,3474,-0.1
3474,3474,1
3488,3474,-0.1
3491,3474,-0.1
3495,3474,-0.1
3449,3475,-1
3475,3475,1
3449,3476,-1
3476,3476,1
3449,3477,-0.1
3477,3477,1
3477,3478,-0.1
3478,3478,1
3449,3479,-0.75
3479,3479,1
3449,3480,-0.1
3480,3480,1
3449,3481,-0.45
3481,3481,1
3449,3482,-0.1
3482,3482,1
3449,3483,-0.1
3483,3483,1
3449,3484,-0.1
3484,3484,1
3449,3485,-0.1
3485,3485,1
3448,3486,-1
3486,3486,1
3448,3487,-0.33333
3487,3487,1
3488,3488,1
3488,3489,-0.96
3489,3489,1
3448,3490,-0.5
3488,3490,-0.5
3490,3490,1
3491,3491,1
3491,3492,-0.1
3492,3492,1
3491,3493,-0.1
3493,3493,1
3448,3494,-0.15
3449,3494,-0.15
3491,3494,-0.35
3492,3494,-0.35
3494,3494,1
3448,3495,-0.1275
3449,3495,-0.1275
3488,3495,-0.1275
3495,3495,1
3496,3495,-0.1275
3495,3496,-0.74
3496,3496,1
3496,3497,-0.26
3497,3497,1
3972,3497,-0.51
3495,3498,-0.68
3498,3498,1
3495,3499,-0.05
3498,3499,-0.95
3499,3499,1
3495,3500,-0.485
3500,3500,1
3495,3501,-0.885
3501,3501,1
3495,3502,-0.923
3498,3502,-0.077
3502,3502,1
279,3503,-0.365
3503,3503,1
279,3504,-0.1
3504,3504,1
3505,3505,1
3506,3505,-0.10069
3507,3505,-0.10069
3505,3506,-0.10014
3506,3506,1
3507,3506,-0.10014
3505,3507,-0.10014
3506,3507,-0.10014
3507,3507,1
280,3508,-0.97
3508,3508,1
280,3509,-1
3509,3509,1
280,3510,-1
3510,3510,1
280,3511,-1
3511,3511,1
3511,3512,-0.1
3512,3512,1
3511,3513,-0.1
3513,3513,1
280,3514,-0.1
3514,3514,1
281,3515,-0.1
3515,3515,1
281,3516,-0.1
3516,3516,1
281,3517,-0.1
3517,3517,1
281,3518,-0.1
3518,3518,1
281,3519,-0.1
3516,3519,-0.1
3517,3519,-0.1
3519,3519,1
282,3520,-1
3520,3520,1
283,3521,-0.969
3521,3521,1
283,3522,-0.993
3522,3522,1
283,3523,-0.997
3523,3523,1
3524,3524,1
3525,3525,1
3526,3526,1
286,3527,-0.1
3527,3527,1
286,3528,-0.1
3528,3528,1
286,3529,-0.1
3529,3529,1
286,3530,-0.1
3530,3530,1
286,3531,-0.1
3531,3531,1
287,3532,-0.1
3532,3532,1
287,3533,-1
3533,3533,1
287,3534,-1
3534,3534,1
288,3535,-0.1
3535,3535,1
3535,3536,-0.1
3536,3536,1
288,3537,-0.1
3537,3537,1
3538,3538,1
3539,3538,-0.4
3540,3538,-0.4
3542,3538,-0.2
3539,3539,1
3541,3539,-0.048
3539,3540,-0.5082
3540,3540,1
3541,3540,-0.001
3539,3541,-0.5
3540,3541,-0.5
3541,3541,1
3541,3542,-1
3542,3542,1
3538,3543,-0.2
3541,3543,-0.2
3543,3543,1
289,3544,-0.0625
3544,3544,1
289,3545,-0.1
3545,3545,1
289,3546,-0.5
3546,3546,1
289,3547,-1
3547,3547,1
290,3548,-0.1
291,3548,-0.375
3548,3548,1
290,3549,-0.1
291,3549,-0.375
3549,3549,1
3548,3550,-0.1
3549,3550,-0.1
3550,3550,1
290,3551,-1
3551,3551,1
290,3552,-0.1
3552,3552,1
290,3553,-1
3553,3553,1
290,3554,-0.1
3554,3554,1
290,3555,-0.1
3555,3555,1
290,3556,-0.1
3556,3556,1
290,3557,-0.2001
3557,3557,1
3558,3557,-0.1
290,3558,-0.1
3558,3558,1
3558,3559,-0.1
3559,3559,1
3558,3560,-0.1
3560,3560,1
3558,3561,-0.1
3561,3561,1
290,3562,-1
3562,3562,1
290,3563,-0.537
3563,3563,1
3625,3563,-0.383
290,3564,-0.1
3564,3564,1
290,3565,-1
3565,3565,1
290,3566,-0.1
3566,3566,1
290,3567,-0.1
298,3567,-0.391
3567,3567,1
290,3568,-0.1
298,3568,-0.136
3568,3568,1
3634,3568,-0.4
290,3569,-0.1
3569,3569,1
290,3570,-0.1
3570,3570,1
290,3571,-0.1
3571,3571,1
290,3572,-0.1501
3572,3572,1
290,3573,-0.1
291,3573,-0.192
3551,3573,-0.1
3558,3573,-0.1
3573,3573,1
290,3574,-0.1
3574,3574,1
290,3575,-0.1
3575,3575,1
290,3576,-0.1
3576,3576,1
290,3577,-1
3577,3577,1
290,3578,-1
3578,3578,1
291,3579,-0.99
3579,3579,1
291,3580,-0.155
3580,3580,1
291,3581,-1
3581,3581,1
291,3582,-1
3582,3582,1
291,3583,-0.5
3583,3583,1
291,3584,-1
3584,3584,1
291,3585,-1
3585,3585,1
291,3586,-1
3586,3586,1
291,3587,-1
3587,3587,1
291,3588,-0.526
296,3588,-0.057
3588,3588,1
291,3589,-0.2
3589,3589,1
291,3590,-0.5
3590,3590,1
291,3591,-0.5
3591,3591,1
291,3592,-0.51281
3592,3592,1
291,3593,-1
3593,3593,1
291,3594,-1
3594,3594,1
291,3595,-0.06
296,3595,-0.1794
3595,3595,1
291,3596,-1
3596,3596,1
291,3597,-1
3597,3597,1
291,3598,-0.6
3598,3598,1
291,3599,-1
3599,3599,1
292,3600,-0.5
3600,3600,1
3600,3601,-1
3601,3601,1
3600,3602,-0.1
3602,3602,1
292,3603,-0.75
3603,3603,1
292,3604,-1
3604,3604,1
292,3605,-0.91
3605,3605,1
292,3606,-0.75
3606,3606,1
293,3607,-0.1
3607,3607,1
293,3608,-0.1
3608,3608,1
293,3609,-0.1
3609,3609,1
294,3610,-1
3610,3610,1
294,3611,-0.91
3611,3611,1
294,3612,-0.184
295,3612,-0.1
3612,3612,1
294,3613,-1
3613,3613,1
294,3614,-1
3614,3614,1
294,3615,-0.3
3615,3615,1
294,3616,-0.26
3616,3616,1
294,3617,-0.036
3617,3617,1
295,3618,-0.1
3618,3618,1
295,3619,-0.1
3619,3619,1
295,3620,-0.1
296,3620,-0.1
3620,3620,1
295,3621,-0.1
3621,3621,1
295,3622,-0.1
3622,3622,1
296,3623,-1
3623,3623,1
296,3624,-0.175
3624,3624,1
297,3625,-1
3625,3625,1
3625,3626,-0.1
3626,3626,1
3625,3627,-0.1
3627,3627,1
3730,3627,-0.1
298,3628,-0.26
3628,3628,1
298,3629,-0.192
3629,3629,1
298,3630,-0.179
3630,3630,1
298,3631,-0.192
3631,3631,1
298,3632,-0.167
3632,3632,1
298,3633,-0.9
3633,3633,1
298,3634,-0.75
3634,3634,1
299,3635,-1
3635,3635,1
3635,3636,-0.6
3636,3636,1
299,3637,-1
3637,3637,1
299,3638,-0.671
3638,3638,1
299,3639,-1
3639,3639,1
299,3640,-0.41959
3640,3640,1
299,3641,-0.371
3641,3641,1
299,3642,-0.8784
3642,3642,1
299,3643,-0.25165
3643,3643,1
299,3644,-0.411
3644,3644,1
3644,3645,-1
3645,3645,1
299,3646,-0.532
3646,3646,1
299,3647,-0.1
3647,3647,1
300,3648,-0.75
3648,3648,1
300,3649,-0.362
3649,3649,1
3649,3650,-1
3650,3650,1
3649,3651,-0.9
3651,3651,1
300,3652,-0.49
3652,3652,1
300,3653,-0.5
3653,3653,1
3653,3654,-1
3654,3654,1
300,3655,-0.38
3655,3655,1
300,3656,-1
3656,3656,1
301,3657,-1
3657,3657,1
301,3658,-1
3658,3658,1
301,3659,-0.64
3659,3659,1
301,3660,-0.62
3660,3660,1
301,3661,-1
3661,3661,1
301,3662,-1
3662,3662,1
301,3663,-1
3663,3663,1
3663,3664,-1
3664,3664,1
302,3665,-1
3665,3665,1
302,3666,-1
3666,3666,1
3666,3667,-0.1
3667,3667,1
3666,3668,-0.2499
3668,3668,1
302,3669,-0.7501
3669,3669,1
302,3670,-0.7501
3670,3670,1
302,3671,-0.25
3671,3671,1
302,3672,-0.32
3672,3672,1
302,3673,-0.3066
3673,3673,1
302,3674,-0.2596
3674,3674,1
302,3675,-0.366
3675,3675,1
302,3676,-0.2666
3676,3676,1
302,3677,-0.2499
3677,3677,1
302,3678,-0.2038
3678,3678,1
302,3679,-0.2499
3679,3679,1
302,3680,-0.2499
3680,3680,1
302,3681,-0.244
3681,3681,1
302,3682,-0.9684
3682,3682,1
302,3683,-0.2499
3683,3683,1
302,3684,-1
3684,3684,1
302,3685,-0.307
3685,3685,1
302,3686,-0.2499
3686,3686,1
302,3687,-0.2499
3687,3687,1
302,3688,-0.5225
3688,3688,1
302,3689,-0.5375
3689,3689,1
302,3690,-0.2499
3690,3690,1
302,3691,-0.2152
3691,3691,1
302,3692,-0.5
3692,3692,1
302,3693,-0.2499
3693,3693,1
302,3694,-0.5001
3694,3694,1
302,3695,-0.84
3695,3695,1
302,3696,-0.7226
3696,3696,1
302,3697,-0.343
303,3697,-0.5111
3697,3697,1
303,3698,-0.8491
3698,3698,1
303,3699,-0.7
3699,3699,1
303,3700,-0.0958
3700,3700,1
303,3701,-1
3701,3701,1
304,3702,-0.703
3702,3702,1
304,3703,-0.1
3703,3703,1
304,3704,-0.1
3704,3704,1
1948,3705,-0.18
3705,3705,1
3706,3706,1
3707,3707,1
3708,3708,1
3709,3709,1
3710,3710,1
3711,3711,1
305,3712,-0.5
3712,3712,1
305,3713,-1
3713,3713,1
305,3714,-0.366
3714,3714,1
306,3715,-1
3715,3715,1
306,3716,-0.2
3716,3716,1
306,3717,-0.429
3717,3717,1
306,3718,-0.1
3718,3718,1
306,3719,-0.057
3719,3719,1
306,3720,-0.154
3720,3720,1
306,3721,-0.137
3721,3721,1
306,3722,-1
3722,3722,1
305,3723,-0.06
307,3723,-0.06
3723,3723,1
3997,3723,-0.24
307,3724,-0.1
3724,3724,1
307,3725,-0.1
3725,3725,1
307,3726,-0.1
3726,3726,1
308,3727,-0.9999
3727,3727,1
308,3728,-0.923
3728,3728,1
308,3729,-0.64
3729,3729,1
309,3730,-0.5
3730,3730,1
3730,3731,-0.59993
3731,3731,1
309,3732,-0.1
3732,3732,1
309,3733,-0.33333
3733,3733,1
3733,3734,-0.16667
3734,3734,1
3733,3735,-0.05
3735,3735,1
3733,3736,-0.27
3736,3736,1
3739,3736,-0.33333
309,3737,-0.1
3737,3737,1
309,3738,-0.1
3738,3738,1
309,3739,-0.5001
3739,3739,1
3739,3740,-1
3740,3740,1
309,3741,-0.1
3741,3741,1
309,3742,-0.1
3742,3742,1
310,3743,-0.508
3743,3743,1
310,3744,-0.5
3744,3744,1
310,3745,-0.5
3745,3745,1
310,3746,-0.5317
3746,3746,1
310,3747,-0.5
3747,3747,1
310,3748,-0.5867
3748,3748,1
310,3749,-0.588
3749,3749,1
310,3750,-0.405
3750,3750,1
310,3751,-1
3751,3751,1
311,3752,-1
3752,3752,1
311,3753,-0.5
3753,3753,1
3974,3753,-0.5
312,3754,-0.5
3754,3754,1
312,3755,-0.33333
3755,3755,1
312,3756,-0.66667
3756,3756,1
312,3757,-0.5
3757,3757,1
312,3758,-0.1
3758,3758,1
312,3759,-1
3759,3759,1
312,3760,-0.8
3760,3760,1
312,3761,-0.2435
3761,3761,1
312,3762,-1
3762,3762,1
312,3763,-0.4
3763,3763,1
312,3764,-0.5862
3764,3764,1
312,3765,-1
3765,3765,1
312,3766,-0.25
3766,3766,1
312,3767,-1
3767,3767,1
312,3768,-0.99
3768,3768,1
312,3769,-0.16667
3769,3769,1
312,3770,-0.71
3770,3770,1
312,3771,-0.1125
3771,3771,1
312,3772,-1
3772,3772,1
312,3773,-1
3773,3773,1
312,3774,-0.1
3774,3774,1
3775,3775,1
3984,3775,-0.99
3776,3776,1
3984,3776,-1
3777,3777,1
3984,3777,-1
3778,3778,1
3984,3778,-1
3779,3779,1
3984,3779,-1
3780,3780,1
3984,3780,-0.95
3781,3781,1
3984,3781,-1
3782,3782,1
3984,3782,-0.8
3783,3783,1
3984,3783,-0.66667
313,3784,-1
3784,3784,1
313,3785,-1
3785,3785,1
313,3786,-1
3786,3786,1
313,3787,-1
3787,3787,1
313,3788,-1
3788,3788,1
313,3789,-1
3789,3789,1
313,3790,-1
3790,3790,1
313,3791,-1
3791,3791,1
313,3792,-1
3792,3792,1
313,3793,-1
3793,3793,1
313,3794,-1
3794,3794,1
313,3795,-0.85
3795,3795,1
315,3796,-1
3796,3796,1
315,3797,-0.09
3797,3797,1
315,3798,-0.875
3798,3798,1
315,3799,-1
3799,3799,1
315,3800,-0.923
3800,3800,1
315,3801,-0.82
3801,3801,1
315,3802,-1
3802,3802,1
315,3803,-0.75
3803,3803,1
316,3804,-0.97
3804,3804,1
316,3805,-1
3805,3805,1
316,3806,-1
3806,3806,1
316,3807,-1
3807,3807,1
316,3808,-1
3808,3808,1
316,3809,-1
3809,3809,1
316,3810,-0.8
3807,3810,-0.2
3810,3810,1
316,3811,-1
3811,3811,1
316,3812,-1
3812,3812,1
316,3813,-1
3813,3813,1
317,3814,-1
3814,3814,1
317,3815,-1
3815,3815,1
317,3816,-1
3816,3816,1
317,3817,-0.67
3817,3817,1
317,3818,-1
3818,3818,1
317,3819,-0.1
3819,3819,1
3819,3820,-1
3820,3820,1
317,3821,-0.93
3821,3821,1
3821,3822,-0.1
3822,3822,1
317,3823,-0.64
3823,3823,1
317,3824,-0.5
3824,3824,1
318,3825,-0.5
3825,3825,1
318,3826,-0.5
3826,3826,1
3826,3827,-0.1
3827,3827,1
318,3828,-0.5
3828,3828,1
318,3829,-0.5
3829,3829,1
318,3830,-0.5
3830,3830,1
318,3831,-0.5
3831,3831,1
318,3832,-0.5
3832,3832,1
318,3833,-0.5
3833,3833,1
318,3834,-0.5
3834,3834,1
318,3835,-0.5
3835,3835,1
318,3836,-0.5
3836,3836,1
318,3837,-0.5
3837,3837,1
319,3838,-0.66
3838,3838,1
319,3839,-0.66
3839,3839,1
319,3840,-0.7
3840,3840,1
320,3841,-0.83
3841,3841,1
3975,3841,-0.1
320,3842,-0.5001
3842,3842,1
320,3843,-0.75
3843,3843,1
320,3844,-1
3844,3844,1
320,3845,-1
3845,3845,1
320,3846,-1
3846,3846,1
320,3847,-1
3847,3847,1
320,3848,-0.5
3848,3848,1
320,3849,-1
3849,3849,1
320,3850,-0.75
3850,3850,1
320,3851,-1
3851,3851,1
321,3852,-0.1
3852,3852,1
321,3853,-0.1
3853,3853,1
321,3854,-1
3854,3854,1
321,3855,-0.1
3855,3855,1
321,3856,-0.1
3856,3856,1
321,3857,-0.1
3857,3857,1
321,3858,-0.1
3858,3858,1
321,3859,-1
3859,3859,1
322,3860,-0.86667
3860,3860,1
3872,3860,-0.13333
3860,3861,-1
3861,3861,1
3861,3862,-1
3862,3862,1
3860,3863,-0.5
3861,3863,-0.5
3863,3863,1
3860,3864,-0.5
3864,3864,1
322,3865,-1
3865,3865,1
322,3866,-1
3866,3866,1
322,3867,-0.5
3867,3867,1
322,3868,-0.74
3868,3868,1
322,3869,-1
3869,3869,1
3869,3870,-1
3870,3870,1
2992,3871,-0.2
3871,3871,1
322,3872,-0.9
3872,3872,1
3202,3873,-1
3873,3873,1
3202,3874,-1
3874,3874,1
3202,3875,-1
3875,3875,1
322,3876,-1
3876,3876,1
3876,3877,-0.868
3877,3877,1
3876,3878,-1
3878,3878,1
322,3879,-0.7
3879,3879,1
322,3880,-0.13126
3880,3880,1
322,3881,-1
3881,3881,1
538,3882,-1
3882,3882,1
538,3883,-1
3883,3883,1
322,3884,-1
3884,3884,1
322,3885,-1
3885,3885,1
323,3886,-1
3886,3886,1
323,3887,-0.1
3887,3887,1
323,3888,-0.5714
3888,3888,1
323,3889,-0.5
3889,3889,1
323,3890,-0.15
3890,3890,1
324,3891,-0.2114
3891,3891,1
324,3892,-0.211
3892,3892,1
324,3893,-0.211
3893,3893,1
324,3894,-0.211
3894,3894,1
324,3895,-0.21
3895,3895,1
324,3896,-0.211
3896,3896,1
324,3897,-0.2125
3897,3897,1
324,3898,-0.303
3898,3898,1
325,3899,-0.875
3899,3899,1
325,3900,-0.9001
3900,3900,1
325,3901,-0.9001
3901,3901,1
325,3902,-0.9
3902,3902,1
325,3903,-1
3903,3903,1
325,3904,-1
3904,3904,1
15,3905,-1
3905,3905,1
3906,3906,1
3907,3907,1
3908,3908,1
3909,3909,1
141,3910,-0.025
246,3910,-0.0373
3910,3910,1
3911,3911,1
3912,3912,1
3913,3913,1
3914,3914,1
3915,3915,1
3916,3916,1
3917,3917,1
3918,3918,1
187,3919,-1
3919,3919,1
3920,3920,1
3921,3921,1
3922,3922,1
3923,3923,1
3924,3924,1
3925,3925,1
3926,3926,1
3927,3927,1
3928,3928,1
3929,3929,1
3930,3930,1
3931,3931,1
3932,3932,1
3933,3933,1
3934,3934,1
3935,3935,1
15,3936,-0.6
3936,3936,1
77,3937,-0.5001
3937,3937,1
77,3938,-0.5001
3938,3938,1
77,3939,-0.1
3939,3939,1
102,3940,-1
3940,3940,1
1680,3941,-1
3941,3941,1
105,3942,-0.1
3942,3942,1
114,3943,-0.994
3943,3943,1
127,3944,-1
3944,3944,1
136,3945,-0.55
3945,3945,1
